ID THESE,status,title,discipline,DisciplineNew,DisciplineStandard,Topic,Localisation,time studied,Relation,Movement,subjects,abstract_fr,abstract_en,directeurTheseNP,directeurThesePPN_correct,auteurPpn,auteur,Institution,EtabSoutenanceNew,dateSoutenance,DateSoutenanceYear,langueThese,oaiSetSpec,etablissement,SubjectsNew,ecole_doctorale_id,ecole_doctorale_name
348565,soutenue,L'aboutissement du débat sur le développement de la Russie à l'époque de la NEP,Histoire,histoire contemporaine,histoire contemporaine,developpement***leninisme***politique economique,russie,1921-1928,,,Urss -- Politique Économique -- 1921-1928,"En russie, pour la modernite et pour le developpement, quel etait le choix des russes, et quelle etait l'alternative. Passer a la realisation du projet marxien de revolution communiste en trouvant les formes pratiques non prevues par le projet lui-meme | la difficulte reelle residait non pas dans le fait de prendre le pouvoir mais dand celui de le conserver. Boukharine, l'ancien partisan de la guerre revolutionnaire en 1917, souleve d'enthousiasme par la perspective de la revolution en allemagne, devient le theoricien officiel du socialisme dans un seul pays construit a l'aide de la paysannerie. L'appartenance de preobrajensky a l'opposition de gauche pourrait laisser croire que sa controverse avec le theoricien de la majorite est l'expression de l'opposition entre la theorie du socialisme dans un seul pays et celle du socialisme international. L'examen de son interpretation des conditions de disparition des categories marchandises en russie montrera au contraire une identite de principe sur cette question entre les deux theoriciens. En fait, a la theorisation du socialisme dans un seul pays a pas de tortue, il fournit l'invers, le socialisme dans un seul pays a toute vapeur.",What were the choices and the alternatives of russians concerning modernism and development ? the realisation of the marxist communist revolutionary projet to find the practical forms not foreseen by the project itself | the real difficulty resided not so much in the fact of acquiring power buyt in keeping it. Boukharin***veteran of the 1917 revolution***enthusiasticly arrosen by the perspective of a german revolution***became the official socialiste theorician in a sole country constructed on the help of peasantrie. Preobrajensky's appartenance to the left-wing movement could lead to believe that his controversy with the theorician of the majority movement was the expression of the opposition of a singular socialism and international socialism. The examination of his interpretation of the disappearance of the merchadising classes***in russia***demonstrated***on the contrary***the identity of principal concerning the question between the two theoricians. As a matter of fact***at the theorisation for socialism in a sole country at turtle steps***he furnishes the contrary at giant steps. ,coquin françois-xavier,26798549,,Min Kyounghyoun,Paris 1,Paris 1,1993-01-01T00:00:00Z,1993,fr,géographie et histoire,Paris 1,urss -- politique économique -- 1921-1928,,
331625,soutenue,"A. P. Volynskij, biographie politique",Histoire,histoire moderne,histoire moderne,noblesse***biographie,russie,1689-1740,,,Volynskij***Artemij Petrovič (1689?-1740)***Russie -- Politique Et Gouvernement -- 1689-1801 -- Biographies,"En 1704, artemij volynskij est incorpore dans l'armee et inscrit dans un regiment de dragons. En 1711, il participe a la campagne du prut et sert de courrier entre la russie et la porte ottomane. En 1715, il est nomme ambassadeur en perse et negocie un traite avec le chah. En 1719, il est charge du gouvernement d'astrakhan et prend part a la preparation de la campagne de perse. Sous catherine iere, il est mute d'astrakhan a kazan. Il est considere comme un bon administrateur; toutefois il fait l'objet de nombreuses plaintes. En 1730, sous anna ivanovna, volynskij est demis de ses fonctions. En 1731, il est charge de l'organisation des haras de la cour. En 1734, il prend part a la guerre de succession de pologne. Ensuite il s'installe a saint petersbourg, ou il obtient la charge de grand veneur. Il commence a ecrire des essais politiques. En 1737, il est nomme ministre plenipotentiaire au congres de nemirov. En 1738, il devient ministre du cabinet et se fait de nombreux ennemis. En 1740, il tombe en disgrace, et il est juge, condamne et execute pour haute trahison. Sa pensee politique n'est connue que par les pieces de son proces. Il etait partisan de l'autocratie et du ser vage, mais il preconisait d'importantes reformes afin de retablir les affaires de l'etat. Il souhaitait une participatio n plus active de la noblesse au gouvernement et demandait que l'on donne priorite aux russes sur les etrangers dans l'accession aux postes importants. La posterite considere volynskij comme l'incarnation de la conscience nationale. ",In 1704***artemij volynskij was drafted into the army and was active in a dragon regiment. In 1711 he participed in the pruth campaign***becoming a courier between russia and turkey. In 1715***as ambassador to persia***he negotiated a treaty with the shah. In 1719***as governor of astrakhan***he took part in the preparation of the persian campaign. During the reign of catherine i***he became governor of kazan. He was considered a good administrator***however***many complaints were still made against him. In 1730***during the reign of anna ivanovna***volynskij was forced t to resign. In 1731***he became in charge of the court stables. In 1734***he took part in the successional polish war. Later he settled in sankt-peterburg where he became master of the imperial hunt. He also wrote some political essays in 1737***volynskij was designated as full diplomat to the nemirov congress. In 1738***he became a cabinet minister and acqui red enemies among many important people. In 1740 he fell into disgrace and was tried condemned and executed for high tre ason. His political thought only became known during his trial. He stood for autocracy and serfdom***but recommended important reforms in order to restore the affairs of the state. He wished a more active participation of the nobility in the government and for the russian subjects to be given priority over foreigners in holding higher posts. Posterity considers volynskij as the incarnation of national consciousness. ,coquin françois-xavier,26798549,2.6812088E7,Simone Darré,Paris 1,Paris 1,1994-01-01T00:00:00Z,1994,fr,histoire moderne et contemporaine de l'europe,Paris 1,volynskij***artemij petrovič (1689?-1740)***russie -- politique et gouvernement -- 1689-1801 -- biographies,,
206525,soutenue,"Corps, art et société : l'identité féminine dans l'art contemporain russe avant et après la chute du mur de Berlin et ses répercussions dans les autres pays orthodoxes de l'Europe de l'Est",Art Et Archéologie. Histoire De L'art,histoire de l'art,histoire de l'art,theorie de l'art***genre,russie,20-20,,,Art -- Russie -- 20e Siècle***Art Russe -- Europe De L'est -- 20e Siècle***Femmes Artistes -- Russie -- 20e Siècle***Femmes -- Dans L'art -- 20e Siècle,"Corps, art et société. Si la culture se définit par rapport à ces trois notions, la création féminine dans la Russie contemporaine s'inscrit dans une quête identitaire vacillant entre les repères traditionnels et l'ouverture vers l'Occident. Se situant dans un espace en mutation permanente, se heurtant à la difficulté de discerner les frontières de l'utopie et de l'entropie, les artistes de la période qui a précédé l'effondrement communiste et de celle de la reconstruction post-soviétique ont été amenés à bâtir un "" territoire de mémoire "" commun. Dans un tel contexte de bouleversement idéologique, l'émancipation des femmes est loin d'être acquise. La création féminine est donc avant tout, pour les Russes, une affaire de recherche intérieure, de déconstruction - partielle et totale - du statu quo et d'invention d'une nouvelle identité. La question de l'art est indissociable d'une géographie corporelle qui surgit de l'abolition des frontières et de l'ouverture culturelle. Le corps des femmes devient de la sorte l'élément fondamental d'une création où se mêlent l'espace, l'érotisme et la religion. Ce même processus de mutation qui aboutit souvent à des interrogations existentielles définit le champ artistique dans les autres pays de l'Est, notamment ceux qui sont porteurs de la même tradition byzantine. ",,dagen philippe,28811690,8.4524588E7,Martha Chalikia,Paris 1,Paris 1,2004-01-01T00:00:00Z,2004,fr,arts. beaux-arts et arts décoratifs,Paris 1,art -- russie -- 20e siècle***art russe -- europe de l'est -- 20e siècle***femmes artistes -- russie -- 20e siècle***femmes -- dans l'art -- 20e siècle,,
113373,soutenue,"De la lointaine ""Russ"" à Boris Yelstine : Du ""russisme"" comme système",Science Politique,science politique,science politique,politique etrangere***ideologie***transition***democratisation,russie,1991-2000,,,Perestroïka***Russie -- Institutions Politiques***Russie -- Politique Et Gouvernement -- 1991-2000,,,bidégaray christian,28602412,7.7037448E7,Xenia Novikoff-Srouji,Nice,Nice,2002-01-01T00:00:00Z,2002,fr,science politique,Nice,perestroïka***russie -- institutions politiques***russie -- politique et gouvernement -- 1991-2000,,
457888,soutenue,Etude comparative de quelques aspects du développement des agglomérations parisienne et moscovite,Géographie,geographie***geographie comparée,géographie,urbanisme,paris***moscou,,compar fr,,Urbanisme -- France -- Paris (france)***Urbanisme -- Russie -- Moscou (russie),"La comparaison et l'analyse du développement des agglomérations urbaine : et plus particulièrement celles des régions capitales représentent un grand intérêt scientifique et pratique. Elles permettent de partager des expériences internationales afin de mieux maitriser leur croissance optimale. Nous avons cherché à démontrer les particularités du développement des agglomérations parisienne et moscovite en exposant les méthodes et les résultat de comparaison géo-urbanistique dans leurs éléments les plus importants. Cette étude est composée d'une analyse des méthodes de délimitation de chacune des agglomérations, de l'échelle et de la structure territoriale avec la spécificité de leur planification urbaine, ainsi qu'une recherche sur la croissance de la population des deux métropoles ; puis nous avons procéder a une évaluation comparative du rôle des villes nouvelles. Ces analyses s'appuient sur des données statistiques et de nombreux tableaux, cartes et schémas. L’étude de ces différents aspects du développement démontre que, malgré la différence du système socio-économique des deux pays, les deux agglomérations sont confrontées à de nombreux problèmes similaires. Nous pensons que l'examen attentif des expériences acquises de la planification des deux métropoles permet d'éviter des erreurs déjà commises et d'ouvrir de nouvelles perspectives pour leur futur développement. ",,babonaux yves,60506601,5.0820672E7,Mortéza Talatchian,Paris 1,Paris 1,1997-01-01T00:00:00Z,1997,fr,géographie et voyages,Paris 1,urbanisme -- france -- paris (france)***urbanisme -- russie -- moscou (russie),,
164917,soutenue,Le moment escapiste : Militantisme et production théorique dans une conjoncture de crise : Deux mouvements de jeunesse radicaux (NBP et ESM),Science Politique,science politique,science politique,propagande***ideologie***activisme,russie,1990-2000,,,Militantisme***Idéologie***Nationalisme -- Russie***Crises Politiques -- Russie -- 1990-....***Mouvements De Jeunesse -- Russie -- 1990-....,"La thèse porte sur le lien entre l'idéologie et l'engagement qu'elle suscite, sur l'exemple de deux mouvements russes de jeunesse différents - le Parti National Bolchevique (NBP) et l'Union Eurasiste de la Jeunesse (ESM) -liés à un même théoricien nationaliste, Alexandre Dugin. La plasticité de l'idéologie est d'abord déterminée par la conjoncture de crise multisectorielle dans laquelle s'inscrivent la création et l'évolution des deux mouvements. L'enquête ethnographique au sein des deux collectifs permet ensuite de montrer qu'il s'agit d'un militantisme où le politique n'est pas essentiel, l'engagement étant principalement déterminé par une rétribution atypique, qu'on qualifie d'escapiste, car elle tient au plaisir du « jeu» au monde enchanté, semblable à celui des jeux de rôles. Les conditions de possibilité et de succès de ce type de militantisme renvoient à nouveau aux conjonctures critiques, dans lesquelles les règles routinières du champ politique peuvent être redéfinies. ",,matonti frédérique,29959934,1.4922731E8,Véra Nikolski,Paris 1,Paris 1,2010-01-01T00:00:00Z,2010,fr,science politique,Paris 1,militantisme***idéologie***nationalisme -- russie***crises politiques -- russie -- 1990-....***mouvements de jeunesse -- russie -- 1990-....,,
279441,soutenue,Les conséquences juridiques de la dissolution de l'URSS,Droit,droit,droit,chute,russie,,,,Succession D'états***Dettes Publiques -- Russie***Archives Publiques -- Droit -- Russie***Obligations Internationales***Continuité De L'état -- Russie,,,charvin robert,26781107,7.8964911E7,Sylvie Bailly,Nice,Nice,2004-01-01T00:00:00Z,2004,fr,droit,Nice,succession d'états***dettes publiques -- russie***archives publiques -- droit -- russie***obligations internationales***continuité de l'état -- russie,,
391868,soutenue,Les icônes hagiographiques russes de la seconde moitié du XIIème au début du XVème siècle,Art Et Archéologie,histoire de l'art,histoire de l'art,orthodoxie***religion***theorie de l'art,russie,12-15,,,Icônes -- Russie -- 14e Siècle***Saints Orthodoxes -- Dans L'art,"Le but de cette these est de presenter et d'etudier l'iconographie des plus anciennes icones russes hagiographiques - c'est a dire les icones ou figure un saint entoure par les scenes de sa vie. Apres une introduction qui expose l'etat des recherches a leur sujet, ces icones (au nombre de 23) sont rapidement presentees dans un catalogue. La deuxieme partie reunit les principales donnees materielles connues sur ces icones : leur format, leur provenance geographique et leur emplacement dans l'eglise. Les chapitres suivants sont proprement iconographiques. Le chapitre iii analyse les representations qui figurent dans la partie centrale de l'icone (appelee srednik) on l'on voit un saint (nicolas, elie, michel, georges, boris et gleb). Le chapitre iv est consacre a l'etude iconographique de chacune des scenes (ou klejmo) qui entoure cette partie centrale et depeint un episode de la vie du saint (naissance, miracles, mort). Dans la derniere partie de cette etude, les icones hagiographiques sont comparees aux textes liturgiques vieux-russes. Alors que ces icones ont deja ete etudiees par rapport aux textes hagiographiques des vies de saints, elles n'ont jamais ete comparees au contenu des offices celebres a l'eglise. ",The aim of this thesis is the iconographical presentation and study of the most ancient russian hagiographical icons - i. E. Icons where the saint shown in the center is surrounded by scenes of his life. After the introduction which exposes the advancement of the research***icons (23 icons) are briefly presented in a catalogue. The second part gathers the main material data known about them (size***geographical origin and place in church). The next two chapters are entirely devoted to iconography. Chapter iii analyses representations which are in the center of the icons (called srednik) : representations of saints nicholas***elia***michael***george***boris and gleb. Chapter iv sutdies the iconography of each scene (called klejmo) which surrounds the central part of the icon representating episodes of the saint's life (birth***miracles***death). The last part of this study is the comparison between hagiographical icons and the liturgical old-russian texts. Although hagiographical icons had already been compared with hagiographical texts (lives of saints)***they had never actually been compared with liturgical texts of the services celebrated in the church. ,sodini jean-pierre,28262905,3.5445475E7,Catherine Bortoli,Paris 1,Paris 1,1994-01-01T00:00:00Z,1994,fr,arts. beaux-arts et arts décoratifs,Paris 1,icônes -- russie -- 14e siècle***saints orthodoxes -- dans l'art,,
272895,soutenue,"Offre de travail individuelle et ""collective"" : applications empiriques à l'aide de données russes",Sciences Économiques,sciences economiques,sciences economiques,travail***modeles econometriques***menages***inegalites,russie,,,,Marché Du Travail***Modèles Économétriques***Ménages***Inégalité Sociale***Russie,"La thèse est divisée en quatre chapitres. Le premier présente les données utilisées tout au long de la thèse et propose des tests de stabilité de la participation au marché du travail et de la formation des salaires. Ces tests ont pour objectif de vérifier si les paramètres de ces processus ont été perturbés par la crise financière survenue en 1998. Le deuxième présente un modèle structurel d'offre de travail qui admet le cumul de deux emplois. Les chapitres trois et quatre proposent des nouvelles applications empiriques du modèle collectif de comportement des ménages. Le troisieme chapitre analyse le partage intra-familial à l'intérieur d'un cadre théorique inspiré des modèles collectifs. Le mesure du partage repose sur une comparaison subjective des niveaux de revenu et des niveaux d'utilité. A partir de ces données, des approches nouvelles sont proposées permettant l'identification complète de la règle de partage. Le quatrième chapitre porte sur un modèle d'offre de travail collectif avec solutions de coin. Le modèle est généralisé pour permettre aux paramètres de la règle de partage de varier dans le temps. Le but de l'étude est précisément d'effectuer un test de stabilité de la règle de partage. L'avènement de la crise financière de 1998 est exploité pour démarquer deux périodes distinctes, soient les périodes pré et post crise. ",,sofer catherine,59320788,1.14461953E8,Natalia Radtchenko,Paris 1,Paris 1,2006-01-01T00:00:00Z,2006,fr,economie,Paris 1,marché du travail***modèles économétriques***ménages***inégalité sociale***russie,,
392048,soutenue,L'impact de la revolution francaise sur la conscience revolutionnaire en russie-urss. Itineraire des analogies,Histoire,histoire contemporaine,histoire contemporaine,revolution,russie,,,FRIN,,"Cette these tente d'eclaircir le role des analogies et de la reference a la revolution francaise en cernant leurs effets. En deca des discours explicites rejetant le modele de la r. F. , les analogies revelent les mentalites revolutionnaires, nourries de mythes, qui recuperent le modele initial a travers la recherche d'une nouvelle identite rev. , qui, en l'absence d'autre parent, bute indeniablement sur les jacobins. Le type de revolutionnaire auquel aspirent les russes se perd dans l'ambiguite creee par l'utilisation de la ressemblance et le refus de l'identification aux jacobins. La recuperation du modele s'opere d'autant plus facilement que les men talites russes, fort marquees par le despotisme, etaient inclines a accepter l'etatisme jacobin. Apres 1917, le precedent historique pese si lourd sur les mentalites que les analogies confinant a l'obsession deviennent operatoires. D'abord, les silences, puis la facon troublee d'evoquer thermidor, enfin l'acharnement avec lequel les bolcheviks luttent contre le fantome de thermidor, tout ceci montre que, contrai rement a ce qu'ils disent, les bolcheviks agissent comme des jacobins. La prise de conscience historique, manifeste a travers des reflexions disparates sur les deux revolutions, s'est reduite vers les annees 30 a une conception sovietique de l'histoire, inamovible aujourd'hui encore. Dans l'elaboration de cette conception, les ana logies avec la r. F. Ont joue et continuent a jouer le role d'obstacle epistemologique si les acteurs de la revolution subissent cet effet des analogies, les spectateurs de la scene sovietique profitent de l'effet inverse: les analogies alimentent leurs reflexion sur la nature de l'urss et",,girault rené,26893320,2.96415E7,Tamara Sergeevna Kondratieva,Paris 1,Paris 1,1988-01-01T00:00:00Z,1988,fr,géographie et histoire,Paris 1,,,Paris 1
263172,soutenue,"L'épuration de guerre en URSS, à partir de l'exemple de la région de Kalinine, 1941-1953",Histoire,histoire contemporaine,histoire contemporaine,guerre***guerre***repression,russie,1941-1953,,,Guerre Mondiale (1939-1945) -- Urss***Épuration (1944-....) -- Urss***Crimes Et Délits Politiques -- Urss -- 1945-1970***Crimes De Guerre -- 1945-1970***Tver (russie) -- 1945-1970***Urss -- 1939-1945,"La thèse se fixe pour but d'étudier le phénomène d'épuration de guerre en Union Soviétique, en embrassant les dimensions pénales, administratives, sociales et symboliques. Pour ce faire, elle développe une analyse à deux échelles : l'étude au niveau soviétique permet de dégager les temporalités et les logiques successives de l'épuration, du début de la libération du territoire en décembre 1941 à la mort de Staline en mars 1953. Mais c'est en s'attachant au déroulement concret de la répression au niveau régional, celui de Kalinine (au nord-ouest de Moscou) que l'analyse permet de saisir l'impact politique, économique, social et symbolique de la répression sur les communautés libérées. Dans un premier temps, la thèse s'attache aux rapports entretenus entre la violence de guerre sur le front de l'est et l'épuration. Une deuxième partie étudie ensuite les métamorphoses de l'épuration soviétique de mi-1942 à l'immédiate après-guerre, en fonction d'enjeux inédits dans l'histoire des répressions soviétiques. Enfin, la dernière section se penche sur les fonctions de l'épuration au sein de la société, en termes d'encadrement administratif et économique, de révision des hiérarchies sociales et de vécu des principaux groupes concernés (rapatriés et épurés). ",,rey marie-pierre,31066623,10708662X,Vanessa Voisin,Paris 1,Paris 1,2011-01-01T00:00:00Z,2011,fr,histoire générale de l'asie***orient***extrême-orient***géographie et histoire,Paris 1,guerre mondiale (1939-1945) -- urss***épuration (1944-....) -- urss***crimes et délits politiques -- urss -- 1945-1970***crimes de guerre -- 1945-1970***tver (russie) -- 1945-1970***urss -- 1939-1945,,
449437,soutenue,Construire l'État multinational : les Tatars de Crimée entre 1883 et 1967,Histoire,histoire moderne***histoire contemporaine,histoire moderne,etat***crimee***nationalites***repression,russie,1883-1967,,,Tatars De Crimée -- Transfert -- 1900-1945***Nationalités -- Urss -- 1900-1945***Transferts De Population -- Urss -- 1900-1945***Répression Politique -- Urss -- 1900-1945***Identité Collective -- Crimée (ukraine) -- 1900-1945***Ethnologie -- Russie -- 1900-1945***Urss -- Politique Et Gouvernement -- 1917-1953***Urss -- Politique Et Gouvernement -- 1953-1964,"La politique soviétique des nationalistes menée a l'égard des Tatars de Crimée est un « processus de civilisation » spécifique qui se greffe sur l'aspiration de l'intelligentsia tatare aux réformes. Il veut transformer la population tatare dont les individus doivent tous être amenés à se penser en tant que membres d'une communauté unique a l'echelle de l'Union sovietique. Sa mise en oeuvre s'inscrit dans le cadre d'un « contrat national associant les Bolcheviks et les élites tatares. Le processus de civilisation n'est pas linéaire, mais suit une direction. La crainte d'une déviation nationaliste suscite des vagues de répressions qui sont censées sauvegarder une orientation au regard de laquelle il faut également appréhender la déportation collective des Tatars en 1944. Les autorités jugent que la politique des nationalités a échoue à créer une authentique nation soviétique, à même de remplir les obligations afférentes au contrat national. En déportation, les Tatars développent des formes de résistances qui s'inscrivent dans la légalité, a l'instar du mouvement pour le retour qui naît en 1956 autour d'une poignée d'activistes. Si un décret réhabilite les Tatars en 1967, ils ne sont pas autorisés à rentrer en Crimée, comme s'ils n'étaient toujours pas dignes. ",,rey marie-pierre,31066623,8.4766786E7,Grégory Dufaud,Paris 1,Paris 1,2009-01-01T00:00:00Z,2009,fr,géographie et histoire,Paris 1,tatars de crimée -- transfert -- 1900-1945***nationalités -- urss -- 1900-1945***transferts de population -- urss -- 1900-1945***répression politique -- urss -- 1900-1945***identité collective -- crimée (ukraine) -- 1900-1945***ethnologie -- russie -- 1900-1945***urss -- politique et gouvernement -- 1917-1953***urss -- politique et gouvernement -- 1953-1964,,
364516,soutenue,"Les Enfants de Joseph : les partisans soviétiques : révolution, guerre civile et résistance armée à l'occupation allemande en URSS (1941-1944)",Histoire Contemporaine,histoire contemporaine,histoire contemporaine,2gm***partisans***resistance***agraire,russie,1941-1944,,,Guerre Mondiale (1939-1945) -- Urss***Paysannerie -- Urss -- 1900-1945***Résistants -- Urss -- 1900-1945***Massacres -- Urss -- 1900-1945***Culture Politique -- Urss -- 1900-1945***Urss -- 1941-1944 (occupation Allemande),"Les partisans soviétiques ont formé pendant la Deuxième Guerre mondiale un des principaux mouvements de résistance armée à l'occupation allemande en Europe, implanté dans les vastes forêts de Biélorussie, du nord de l'Ukraine et de Russie occidentale. En croisant les archives allemandes et soviétiques, les sources institutionnelles, celles des unités de partisans elles-mêmes et des ego-documents, ce travail explore l'expérience et la culture de guerre des partisans soviétiques, en centrant l'analyse autour de la nature, des racines et des effets de la violence politique telle que subie et exercée par les partisans. Il analyse l'impact de la violence d'occupation allemande, l'émergence et la structuration du mouvement partisan, les relations complexes des partisans avec l'Etat-Parti soviétique, leurs conceptions de la patrie soviétique, les relations entre civils et combattants et les dynamiques de radicalisation de la violence en territoire occupé. Il montre que les partisans soviétiques étaient le produit à la fois d'une culture politique spécifique héritée de la Révolution et de la violence d'occupation allemande: ils comprenaient leur action comme un moment essentiel d'une apocalypse révolutionnaire ouverte en 1917, sans que leur mouvement s'inscrive dans la simple continuité des conflits qui avaient marqué l'URSS jusqu'à la guerre. ",,rey marie-pierre,31066623,1.40330143E8,Masha Cerovic,Paris 1,Paris 1,2012-01-01T00:00:00Z,2012,fr,histoire générale de l'asie***orient***extrême-orient***histoire moderne et contemporaine de l'europe,Paris 1,guerre mondiale (1939-1945) -- urss***paysannerie -- urss -- 1900-1945***résistants -- urss -- 1900-1945***massacres -- urss -- 1900-1945***culture politique -- urss -- 1900-1945***urss -- 1941-1944 (occupation allemande),,
235683,soutenue,La reforme des systemes bancaires et financiers dans la transition des economies ex-socialistes,Sciences Économiques,economie monetaire,sciences economiques,banques***finance***politique economique***transition,russie,,,,Banques***Marché Financier***Europe De L'est -- Politique Économique,"Cette etude vise a comprendre les facteurs structurants de la construction des systemes bancaires et financiers dans la transition des economies exsocialistes. Elle s'appuie sur l'experience de la hongrie, de la pologne et de la russie. Apres avoir montre les biais methodologiques d'une definition de la monnaie comme instrument d'echange, cette etude definit le concept de rapport creancier a debiteur attenue dans les economies centralement planifiees. Ce rapport ainsi que la necessaire articulation de l'ensemble des transformations, le poids de l'heritage du socialisme conduisent a un systeme financier dans la transition dont les caracteristiques sont conformes au modele dit ""d'economie d'endettement"". La finance directe ne joue qu'un role minime dans un systeme financier tres largement administre par les autorites monetaires, meme si l'instabilite de la reforme se traduit par une faible capacite de controle. Les experiences des trois pays illustrent l'hypothese initiale d'une logique de la construction du systeme financier.","This study aims at analysing the structuring factors of the banking and financial reforms in the post-socialist transition. It relies on the hungarian polish***and russian examples. After having pointed out the methodological bias of a definition of money as a way of exchange***this study defines the ""soft creditor-debtor relations"" as a relevant concept in the centrally planned economies. This relations***the socialist legacy and the connected elements of the reforms lead to a financial system which can be considered as a ""debt-economy"". Since instability of the reform process involves weak abilities of control the financial system is largely managed by monetary authorities and direct finance doesn't play an important role. The example of the three countries illustrate the fact that the financial system is strongly influenced by the constraints of transition.",andreff wladimir,02668649X,5.0652435E7,Jean-Yves Moisseron,Paris 1,Paris 1,1993-01-01T00:00:00Z,1993,fr,economie,Paris 1,banques***marché financier***europe de l'est -- politique économique,,
251870,soutenue,"Présences des États-Unis en URSS, 1975-1985 : le grand public soviétique et les pratiques périaméricaines des pouvoirs",Histoire,histoire contemporaine,histoire contemporaine,ri***propagande***ideologie***guerre froide,russie,1975-1985,rel us,USIN,Guerre Froide***Propagande -- Urss -- 1945-1990***Urss -- Relations -- États-unis -- 1970-....***États-unis -- Relations -- Urss -- 1970-....,"Au cours de la période 1975-1985, les relations entre l'URSS et les États-Unis, son principal ennemi, se dégradent de manière dramatique, passant de l'""apogée de la détente» à la "" guerre fraîche ». En Union soviétique, ce contexte impose à la machine de propagande de s'adapter afin de ne pas laisser les États-Unis gagner la lutte idéologique. Cette lutte, c'est aussi un combat pour la domination sur les présences des États-Unis dans la Russie soviétique: ces présences multiples constituent la trame de la guerre froide vécue par les Soviétiques. L'objectif de la réforme étant de rendre les pratiques périaméricaines efficaces, en particulier auprès de la jeunesse, la plus sensible aux"" sirènes» d'outre-Atlantique. La mutation de la machine de propagande est le souhait d'une pluralité d'acteurs - des décideurs au sommet, aux exécutants de la base. Loin d'obéir aveuglément à l'idéologie marxiste-léniniste, les intérêts des uns et des autres se télescopent souvent, rendant la réforme improbable. Or les signaux que la population renvoie aux pouvoirs montrent sa désaffiliation croissante. Sans être tout à fait dépendante du pouvoir en place, l'opinion des États-Unis du grand public soviétique est tributaire d'un ensemble de facteurs complexes, où entrent en ligne de compte le schéma mental soviétique mais aussi un ensemble hérité, sans compter le contexte intérieur de crise économique sans précédent. La jeunesse soviétique apparaît comme un microcosme de la société soviétique, pleine de contradictions et assoiffée de bien-être. Le terrain de la perestroika est prêt. ",,rey marie-pierre,31066623,1.12701E8,Andreï Kozovoï,Paris 1,Paris 1,2006-01-01T00:00:00Z,2006,fr,géographie et histoire,,guerre froide***propagande -- urss -- 1945-1990***urss -- relations -- états-unis -- 1970-....***états-unis -- relations -- urss -- 1970-....,,
270630,soutenue,Ivan wyschnegradsky et la musique microtonale,Musicologie,histoire de l'art,histoire de l'art,musicologie***biographie***wyschnegradsky_createurs,russie,20-20,,,Wyschnegradsky***Ivan (1893-1979)***Micro-intervalles***Musique Spectrale -- France***Micro-intervalles,"La these est construite en trois parties. La premiere partie est une biographie d'ivan wyschnegradsky (1893-1979) illustree de larges extraits de son journal, qui raconte com♭ ment il vecut les, grands evenements historiques, son depart clandestin de la russie en 1920, sa participation aux greves de 1936 et sa captivite a compiegne sous l'occupation nazie. Les cahiers de ma vie et une partie importante de sa correspondance avec bruce mather, boris de schloezer et marina scriabine, fournissent des indications precieuses quant a la chronologie, la datation et la genese de ses ~uvres, l'influence de la musique de scriabine et les relations du. . . ^p0^111' ^ec le futurisme russe. La deuxieme, partie de la these analyse deux grands textes inedits de wyschnegradsky, qui sont reproduits en annexe, le commentaire philosophique sur la journee de l'existence et la loi de la pansonorite, version de 1936. Ces textes permettent de construire une genealogie de la pansonorite, depuis l'histoire de la "" conscience cosmique"" telle qu'elle est presentee dans la journee de l'existence, jusqu'a l'elaboration du ""principe pansonore"". La troisieme partie concerne l'etude du langage musical. Apres l'analyse des theories par quartes superposees et des principes exposes dans le manuel d'harmonie a quarts de ton, nous montrons comment wyschnegradsky aborde la micro-intervallite a travers la theorie des espaces non-octaviants, les problemes de notation, la facture instrumentale et l'ultrachromatisme ryth♭ mique. L'influence de wyschnegradsky sur le xxe siecle, ses relations avec les compositeurs impliques dans les musiques microtonales et l'emergence de la notion d'inharmonicite dans le champ microtonal fait l'objet du dernier chapitre. ",,bosseur jean-yves,02674094X,5.2475328E7,Franck Jedrzejewski,Paris 1,Paris 1,2000-01-01T00:00:00Z,2000,fr,musique,Paris 1,wyschnegradsky***ivan (1893-1979)***micro-intervalles***musique spectrale -- france***micro-intervalles,,
